Run,Seed,Generation,Diversity,Migrants,Epoch Size,Best Score
11,2671,8100,4.06465,5,100,8.85407
11,2671,8400,4.04379,5,100,8.85407
11,2671,8700,4.0327,5,100,8.85407
11,2671,9000,4.08994,5,100,8.85407
11,2671,9300,4.05865,5,100,8.85407
11,2671,9600,4.02741,5,100,8.85407
11,2671,9900,4.05273,5,100,8.85407
11,2671,10200,4.04707,5,100,8.92943
11,2671,10500,4.03654,5,100,8.92943
11,2671,10800,4.09048,5,100,8.92943
11,2671,11100,4.06735,5,100,8.92943
11,2671,11400,4.09546,5,100,8.92943
11,2671,11700,4.04443,5,100,8.92943
11,2671,12000,4.01416,5,100,8.92943
11,2671,12300,4.09255,5,100,8.92943
11,2671,12600,4.05806,5,100,8.92943
11,2671,12900,4.02317,5,100,8.92943
11,2671,13200,4.04719,5,100,8.92943
11,2671,13500,4.04068,5,100,8.92943
11,2671,13800,4.03336,5,100,8.92943
11,2671,14100,4.03512,5,100,8.93063
11,2671,14400,4.06516,5,100,8.93063
11,2671,14700,4.05192,5,100,8.93063
11,2671,15000,4.05238,5,100,8.93063
11,2671,15300,4.06569,5,100,8.93063
12,9565,300,31.54846,5,100,0.0028064
12,9565,600,31.05255,5,100,0.0028064
12,9565,900,28.3863,5,100,0.0028064
12,9565,1200,32.70729,5,100,0.0044389
12,9565,1500,23.98007,5,100,0.0092653
12,9565,1800,23.66243,5,100,0.0092653
12,9565,2100,24.24402,5,100,0.0092653
12,9565,2400,18.05251,5,100,0.0092653
12,9565,2700,17.73622,5,100,0.0092653
12,9565,3000,20.17571,5,100,2.49214
12,9565,3300,9.88995,5,100,3.87835
12,9565,3600,1.12141,5,100,5.47418
12,9565,3900,1.1857,5,100,6.98293
12,9565,4200,1.19222,5,100,6.98293
12,9565,4500,1.19573,5,100,7.04456
12,9565,4800,1.18264,5,100,7.04456
12,9565,5100,1.18137,5,100,7.04456
12,9565,5400,1.17538,5,100,7.04456
12,9565,5700,1.16707,5,100,7.04456
12,9565,6000,1.17526,5,100,7.04456
12,9565,6300,1.1813,5,100,7.04456
12,9565,6600,1.18595,5,100,7.04456
12,9565,6900,1.18268,5,100,7.04456
12,9565,7200,1.17527,5,100,7.04456
12,9565,7500,1.17376,5,100,7.04456
12,9565,7800,1.18471,5,100,7.04456
12,9565,8100,1.1706,5,100,7.04456
12,9565,8400,1.16026,5,100,7.04456
12,9565,8700,1.15891,5,100,7.04456
12,9565,9000,1.15367,5,100,7.04456
12,9565,9300,1.15398,5,100,7.04456
12,9565,9600,1.15835,5,100,7.04456
12,9565,9900,1.14926,5,100,7.04456
12,9565,10200,1.14959,5,100,7.04456
12,9565,10500,1.13651,5,100,7.04456
12,9565,10800,1.1336,5,100,7.04456
12,9565,11100,1.13009,5,100,7.0562
12,9565,11400,1.12562,5,100,7.0562
12,9565,11700,1.12156,5,100,7.0562
12,9565,12000,1.12478,5,100,7.0562
12,9565,12300,1.11363,5,100,7.0562
12,9565,12600,1.10707,5,100,7.0562
12,9565,12900,1.09277,5,100,7.06492
12,9565,13200,1.13025,5,100,7.06492
12,9565,13500,1.13296,5,100,7.10751
12,9565,13800,1.11023,5,100,7.10751
12,9565,14100,1.10149,5,100,7.10751
12,9565,14400,1.05172,5,100,7.16809
12,9565,14700,1.05675,5,100,7.16809
12,9565,15000,1.05458,5,100,7.16809
